Team,Lineup,Lineup_Key,Assister_Num,Assister_Name,Scorer_Num,Scorer_Name,Assists,Points_Created,Threes_Assisted,Twos_Assisted,Games,AST/G,PTS_Created/G
Borås Basket,"KJ Jenkins, Ali Sow, Justin Vander Baan, AJ Clayton, John Brändmark","Borås Basket|0,1,18,23,66",1,Ali Sow,23,AJ Clayton,3,8,2,1,3,1.0,2.67
BC Luleå,"Harry Hassler, Robert Carpenter, Sergey Sepman, Daniel Hansson, Gustav Hansson","BC Luleå|13,21,3,6,7",7,Gustav Hansson,6,Daniel Hansson,3,8,2,1,2,1.5,4.0
Uppsala Basket,"Niklas Larsson, Olle Stümer, Henrik Jädersten, Peter Stümer, Lukas Friberg","Uppsala Basket|13,27,3,4,5",5,Lukas Friberg,3,Henrik Jädersten,3,8,2,1,3,1.0,2.67
Högsbo Basket,"Charles Barton, Isaiah Hill, Tony Vitali, Jonathan Peleg, Anes Zekovic","Högsbo Basket|0,1,22,26,6",1,Isaiah Hill,26,Jonathan Peleg,3,8,2,1,3,1.0,2.67
BC Luleå,"Tobias Sjöberg, Felix Broström, Caleb McGill, Daniel Hansson, Gustav Hansson","BC Luleå|15,17,24,6,7",17,Felix Broström,15,Tobias Sjöberg,4,8,0,4,4,1.0,2.0
Södertälje BBK,"Jake O´Neil, Mattias Herlitz, Ibrahim Magassa, Nicholas Spires, Oliver Gehrke","Södertälje BBK|10,12,3,30,31",12,Mattias Herlitz,30,Nicholas Spires,3,8,2,1,3,1.0,2.67
Jämtland Basket,"Keaston Willis, André Jonsson Lorentsson, Denzel George, Michael Christmas, Adam Johansson","Jämtland Basket|0,13,22,25,3",3,Adam Johansson,13,André Jonsson Lorentsson,3,8,2,1,3,1.0,2.67
Umeå Basket,"Isac Åhnstrand, William Christopher Dunston Jr, Alexander Yemane, Glenn Stuart Morison, Isak Andersson","Umeå Basket|1,12,17,62,9",1,Isac Åhnstrand,12,William Christopher Dunston Jr,3,8,2,1,1,3.0,8.0
Jämtland Basket,"Keaston Willis, Denzel George, Michael Christmas, Adam Johansson, Michael Marsh","Jämtland Basket|0,22,25,3,5",3,Adam Johansson,5,Michael Marsh,4,8,0,4,3,1.33,2.67
Jämtland Basket,"Keaston Willis, André Jonsson Lorentsson, Denzel George, Michael Christmas, Adam Johansson","Jämtland Basket|0,13,22,25,3",0,Keaston Willis,13,André Jonsson Lorentsson,3,8,2,1,3,1.0,2.67
Jämtland Basket,"Keaston Willis, André Jonsson Lorentsson, Denzel George, Michael Christmas, Adam Johansson","Jämtland Basket|0,13,22,25,3",3,Adam Johansson,0,Keaston Willis,3,8,2,1,2,1.5,4.0
Högsbo Basket,"Charles Barton, Isaiah Hill, Tony Vitali, Jonathan Peleg, Anes Zekovic","Högsbo Basket|0,1,22,26,6",26,Jonathan Peleg,22,Tony Vitali,4,8,0,4,3,1.33,2.67
Borås Basket,"KJ Jenkins, Ali Sow, Justin Vander Baan, William Guténius, Andreas Person","Borås Basket|0,1,18,6,9",0,KJ Jenkins,6,William Guténius,3,8,2,1,2,1.5,4.0
Södertälje BBK,"Zaccharie Mortant, Jake O´Neil, Ayanfeoluwa Amoran, Nicholas Spires, Oliver Gehrke","Södertälje BBK|1,10,11,30,31",None,Player None,31,Oliver Gehrke,3,8,2,1,3,1.0,2.67
Nässjö Basket,"Mirko Djeric, Tyler Patterson, Abdou Medjedoub, Mio Hjalmarsson, Anton Johansson","Nässjö Basket|1,11,17,3,4",1,Mirko Djeric,17,Abdou Medjedoub,4,8,0,4,4,1.0,2.0
Högsbo Basket,"Charles Barton, Isaiah Hill, Tony Vitali, Jonathan Peleg, Anes Zekovic","Högsbo Basket|0,1,22,26,6",26,Jonathan Peleg,1,Isaiah Hill,3,8,2,1,3,1.0,2.67
BC Luleå,"Robert Carpenter, Caleb McGill, Daniel Hansson, Antonio Daye, Gustav Hansson","BC Luleå|21,24,6,67,7",7,Gustav Hansson,67,Antonio Daye,3,8,2,1,2,1.5,4.0
Sloga Uppsala,"Axel Nordström, Richie Springs, Marko Dujkovic, Milutin Vujicic, Markeith Browning II","Sloga Uppsala|10,2,22,27,3",3,Markeith Browning II,2,Richie Springs,3,8,2,1,3,1.0,2.67
Borås Basket,"KJ Jenkins, AJ Clayton, William Guténius, John Brändmark, Andreas Person","Borås Basket|0,23,6,66,9",6,William Guténius,23,AJ Clayton,3,8,2,1,3,1.0,2.67
Södertälje BBK,"Zaccharie Mortant, Jake O´Neil, Ayanfeoluwa Amoran, Nicholas Spires, Oliver Gehrke","Södertälje BBK|1,10,11,30,31",1,Zaccharie Mortant,30,Nicholas Spires,3,8,2,1,3,1.0,2.67
Borås Basket,"Ali Sow, Justin Vander Baan, Oskar Palmquist, AJ Clayton, Fredrik Andersson","Borås Basket|1,18,2,23,8",18,Justin Vander Baan,2,Oskar Palmquist,3,8,2,1,2,1.5,4.0
Borås Basket,"KJ Jenkins, AJ Clayton, William Guténius, John Brändmark, Andreas Person","Borås Basket|0,23,6,66,9",23,AJ Clayton,0,KJ Jenkins,3,8,2,1,3,1.0,2.67
Uppsala Basket,"Niklas Larsson, Max Andersson, Kaspar Mårtenson, Henrik Jädersten, Peter Stümer","Uppsala Basket|13,2,21,3,4",13,Niklas Larsson,4,Peter Stümer,3,8,2,1,2,1.5,4.0
BC Luleå,"Felix Broström, Robert Carpenter, Caleb McGill, Antonio Daye, Gustav Hansson","BC Luleå|17,21,24,67,7",7,Gustav Hansson,21,Robert Carpenter,3,8,2,1,2,1.5,4.0
Norrköping Dolphins,"Tim Schüberg, Pierre Hampton, Benjamin Middlebrooks, Zachary Harvey, Nathan Dawit","Norrköping Dolphins|0,15,34,88,94",34,Benjamin Middlebrooks,15,Pierre Hampton,3,8,2,1,3,1.0,2.67
BC Luleå,"Robert Carpenter, Caleb McGill, Sergey Sepman, Daniel Hansson, Gustav Hansson","BC Luleå|21,24,3,6,7",7,Gustav Hansson,21,Robert Carpenter,3,8,2,1,3,1.0,2.67
Umeå Basket,"Isac Åhnstrand, Adam Rask, William Christopher Dunston Jr, Emanuel Lundmark, Basem Abdulkader","Umeå Basket|1,11,12,7,8",12,William Christopher Dunston Jr,7,Emanuel Lundmark,4,8,0,4,3,1.33,2.67
Nässjö Basket,"Mirko Djeric, Steven Strong Jr, Anton Lindqvist, Dartaye Ruffin, Anton Johansson","Nässjö Basket|1,2,20,21,4",21,Dartaye Ruffin,4,Anton Johansson,3,8,2,1,3,1.0,2.67
Umeå Basket,"Isac Åhnstrand, Adam Rask, William Christopher Dunston Jr, Alexander Yemane, Melker Lindblom","Umeå Basket|1,11,12,17,2",12,William Christopher Dunston Jr,11,Adam Rask,3,8,2,1,3,1.0,2.67
Jämtland Basket,"André Jonsson Lorentsson, Denzel George, Michael Christmas, Samari Curtis, Erik Persson","Jämtland Basket|13,22,25,41,9",41,Samari Curtis,25,Michael Christmas,3,8,2,1,2,1.5,4.0
Högsbo Basket,"Isaiah Hill, Tony Vitali, Jonathan Peleg, Anes Zekovic, Jan Tratnik","Högsbo Basket|1,22,26,6,9",9,Jan Tratnik,22,Tony Vitali,3,8,2,1,1,3.0,8.0
Södertälje BBK,"Elias Desport, Zaccharie Mortant, Jake O´Neil, Mattias Herlitz, Ibrahim Magassa","Södertälje BBK|0,1,10,12,3",None,Player None,3,Ibrahim Magassa,3,8,2,1,3,1.0,2.67
Borås Basket,"KJ Jenkins, Justin Vander Baan, Ludvig Johansson, William Guténius, Andreas Person","Borås Basket|0,18,4,6,9",0,KJ Jenkins,6,William Guténius,3,8,2,1,2,1.5,4.0
Högsbo Basket,"Charles Barton, Isaiah Hill, Tony Vitali, Jesper Hallberg, Jan Tratnik","Högsbo Basket|0,1,22,5,9",0,Charles Barton,22,Tony Vitali,4,8,0,4,2,2.0,4.0
BC Luleå,"Tobias Sjöberg, Felix Broström, Caleb McGill, Daniel Hansson, Gustav Hansson","BC Luleå|15,17,24,6,7",6,Daniel Hansson,17,Felix Broström,3,8,2,1,2,1.5,4.0
Sloga Uppsala,"Jonathan Ninkingira, Richie Springs, Marko Dujkovic, Milutin Vujicic, Milos Bajic","Sloga Uppsala|12,2,22,27,4",27,Milutin Vujicic,22,Marko Dujkovic,4,8,0,4,4,1.0,2.0
Nässjö Basket,"Mirko Djeric, Tyler Patterson, Abdou Medjedoub, Steven Strong Jr, Josef Fahrenholtz","Nässjö Basket|1,11,17,2,24",1,Mirko Djeric,17,Abdou Medjedoub,4,8,0,4,3,1.33,2.67
Uppsala Basket,"Vilhelm Bodingh, Niklas Larsson, Max Andersson, Henrik Jädersten, Peter Stümer","Uppsala Basket|1,13,2,3,4",2,Max Andersson,13,Niklas Larsson,3,8,2,1,1,3.0,8.0
Nässjö Basket,"Mirko Djeric, Tyler Patterson, Abdou Medjedoub, Steven Strong Jr, Anton Johansson","Nässjö Basket|1,11,17,2,4",2,Steven Strong Jr,11,Tyler Patterson,3,8,2,1,2,1.5,4.0
Uppsala Basket,"Niklas Larsson, Max Andersson, Henrik Jädersten, Peter Stümer, Lukas Friberg","Uppsala Basket|13,2,3,4,5",5,Lukas Friberg,3,Henrik Jädersten,3,8,2,1,2,1.5,4.0
Södertälje BBK,"Zaccharie Mortant, Ayanfeoluwa Amoran, Carren Deroyce Wilson JR, Nicholas Spires, Oliver Gehrke","Södertälje BBK|1,11,2,30,31",2,Carren Deroyce Wilson JR,30,Nicholas Spires,3,8,2,1,3,1.0,2.67
Köping Stars,"Romello White, Marreon Jamar Jackson, Dragos Andrei Diculescu, Sekou Sylla, Romeo Myrthil","Köping Stars|0,3,31,5,7",31,Dragos Andrei Diculescu,7,Romeo Myrthil,3,8,2,1,3,1.0,2.67
Södertälje BBK,"Mason Daniel Madsen, Mattias Herlitz, Carren Deroyce Wilson JR, Nicholas Spires, Oliver Gehrke","Södertälje BBK|10,12,2,30,31",2,Carren Deroyce Wilson JR,10,Mason Daniel Madsen,3,8,2,1,1,3.0,8.0
Uppsala Basket,"Vilhelm Bodingh, Max Andersson, Kaspar Mårtenson, Hugo Tidare, Melker Delryd","Uppsala Basket|1,2,21,6,8",2,Max Andersson,8,Melker Delryd,3,7,1,2,2,1.5,3.5
Högsbo Basket,"Charles Barton, Isaiah Hill, Jonathan Peleg, Jesper Hallberg, Anes Zekovic","Högsbo Basket|0,1,26,5,6",0,Charles Barton,5,Jesper Hallberg,3,7,1,2,2,1.5,3.5
Nässjö Basket,"Mirko Djeric, Tyler Patterson, Anton Lindqvist, Dartaye Ruffin, Mio Hjalmarsson","Nässjö Basket|1,11,20,21,3",3,Mio Hjalmarsson,1,Mirko Djeric,3,7,1,2,3,1.0,2.33
Uppsala Basket,"Niklas Larsson, Olle Stümer, Henrik Jädersten, Peter Stümer, Lukas Friberg","Uppsala Basket|13,27,3,4,5",13,Niklas Larsson,27,Olle Stümer,3,7,1,2,3,1.0,2.33
Högsbo Basket,"Charles Barton, Isaiah Hill, Tony Vitali, Jonathan Peleg, Anes Zekovic","Högsbo Basket|0,1,22,26,6",26,Jonathan Peleg,6,Anes Zekovic,3,7,1,2,2,1.5,3.5
Högsbo Basket,"Charles Barton, Tony Vitali, Jonathan Peleg, Jesper Hallberg, Anes Zekovic","Högsbo Basket|0,22,26,5,6",26,Jonathan Peleg,22,Tony Vitali,3,7,1,2,1,3.0,7.0
Södertälje BBK,"Zaccharie Mortant, Jake O´Neil, Ibrahim Magassa, Nicholas Spires, Oliver Gehrke","Södertälje BBK|1,10,3,30,31",None,Player None,30,Nicholas Spires,3,7,1,2,3,1.0,2.33
Köping Stars,"Rickard Rietz, ASA Nathaniel Williams, Dragos Andrei Diculescu, Lawrence Townsend III, Romeo Myrthil","Köping Stars|11,3,31,4,7",7,Romeo Myrthil,3,ASA Nathaniel Williams,3,7,1,2,2,1.5,3.5
Nässjö Basket,"Mirko Djeric, Tyler Patterson, Abdou Medjedoub, Steven Strong Jr, Anton Lindqvist","Nässjö Basket|1,11,17,2,20",17,Abdou Medjedoub,11,Tyler Patterson,3,7,1,2,3,1.0,2.33
Borås Basket,"Ali Sow, Justin Vander Baan, Oskar Palmquist, AJ Clayton, John Brändmark","Borås Basket|1,18,2,23,66",18,Justin Vander Baan,66,John Brändmark,3,7,1,2,2,1.5,3.5
BC Luleå,"Tobias Sjöberg, Felix Broström, Caleb McGill, Daniel Hansson, Gustav Hansson","BC Luleå|15,17,24,6,7",24,Caleb McGill,6,Daniel Hansson,3,7,1,2,2,1.5,3.5
BC Luleå,"Robert Carpenter, Caleb McGill, Sergey Sepman, Daniel Hansson, Gustav Hansson","BC Luleå|21,24,3,6,7",7,Gustav Hansson,24,Caleb McGill,3,7,1,2,2,1.5,3.5
Jämtland Basket,"Keaston Willis, Denzel George, Michael Christmas, Adam Johansson, Michael Marsh","Jämtland Basket|0,22,25,3,5",22,Denzel George,5,Michael Marsh,3,7,1,2,3,1.0,2.33
Köping Stars,"Adam Tafra, Dragos Andrei Diculescu, Lawrence Townsend III, Sekou Sylla, Oliver Cupan","Köping Stars|1,31,4,5,6",5,Sekou Sylla,1,Adam Tafra,3,7,1,2,2,1.5,3.5
Borås Basket,"KJ Jenkins, AJ Clayton, William Guténius, John Brändmark, Andreas Person","Borås Basket|0,23,6,66,9",0,KJ Jenkins,6,William Guténius,3,7,1,2,2,1.5,3.5
BC Luleå,"Tobias Sjöberg, Felix Broström, Caleb McGill, Daniel Hansson, Gustav Hansson","BC Luleå|15,17,24,6,7",6,Daniel Hansson,24,Caleb McGill,3,7,1,2,3,1.0,2.33
BC Luleå,"Harry Hassler, Robert Carpenter, Sergey Sepman, Daniel Hansson, Antonio Daye","BC Luleå|13,21,3,6,67",6,Daniel Hansson,21,Robert Carpenter,3,7,1,2,3,1.0,2.33
Norrköping Dolphins,"Tim Schüberg, Pierre Hampton, Dallion Johnson, Benjamin Middlebrooks, Nathan Dawit","Norrköping Dolphins|0,15,23,34,94",0,Tim Schüberg,34,Benjamin Middlebrooks,3,7,1,2,2,1.5,3.5
Umeå Basket,"Isac Åhnstrand, Adam Rask, William Christopher Dunston Jr, Emanuel Lundmark, Isak Andersson","Umeå Basket|1,11,12,7,9",1,Isac Åhnstrand,11,Adam Rask,3,7,1,2,2,1.5,3.5
Norrköping Dolphins,"Tim Schüberg, Pierre Hampton, Benjamin Middlebrooks, Zachary Harvey, Nathan Dawit","Norrköping Dolphins|0,15,34,88,94",94,Nathan Dawit,15,Pierre Hampton,3,7,1,2,3,1.0,2.33
Borås Basket,"Ali Sow, Oskar Palmquist, AJ Clayton, John Brändmark, Fredrik Andersson","Borås Basket|1,2,23,66,8",1,Ali Sow,66,John Brändmark,3,7,1,2,3,1.0,2.33
Södertälje BBK,"Mason Daniel Madsen, Ayanfeoluwa Amoran, Carren Deroyce Wilson JR, Nicholas Spires, Oliver Gehrke","Södertälje BBK|10,11,2,30,31",2,Carren Deroyce Wilson JR,30,Nicholas Spires,3,7,1,2,3,1.0,2.33
Köping Stars,"Romello White, Tim Jonsson, Marreon Jamar Jackson, Sekou Sylla, Romeo Myrthil","Köping Stars|0,12,3,5,7",0,Romello White,7,Romeo Myrthil,3,7,1,2,3,1.0,2.33
Köping Stars,"Rickard Rietz, Marreon Jamar Jackson, Dragos Andrei Diculescu, Sekou Sylla, Romeo Myrthil","Köping Stars|11,3,31,5,7",3,Marreon Jamar Jackson,11,Rickard Rietz,3,7,1,2,3,1.0,2.33
Jämtland Basket,"André Jonsson Lorentsson, Nils Botold, Michael Christmas, Samari Curtis, Erik Persson","Jämtland Basket|13,23,25,41,9",41,Samari Curtis,23,Nils Botold,3,7,1,2,2,1.5,3.5
Norrköping Dolphins,"Tim Schüberg, Pierre Hampton, Hugo Bergström, LaDarien Griffin, Dallion Johnson","Norrköping Dolphins|0,15,21,22,23",21,Hugo Bergström,15,Pierre Hampton,2,6,2,0,1,2.0,6.0
Nässjö Basket,"Mirko Djeric, Tyler Patterson, Richard Mendes, Abdou Medjedoub, Steven Strong Jr","Nässjö Basket|1,11,15,17,2",1,Mirko Djeric,11,Tyler Patterson,2,6,2,0,2,1.0,3.0
Nässjö Basket,"Mirko Djeric, Tyler Patterson, Abdou Medjedoub, Steven Strong Jr, Dartaye Ruffin","Nässjö Basket|1,11,17,2,21",1,Mirko Djeric,11,Tyler Patterson,2,6,2,0,1,2.0,6.0
Nässjö Basket,"Mirko Djeric, Tyler Patterson, Dartaye Ruffin, Josef Fahrenholtz, Mio Hjalmarsson","Nässjö Basket|1,11,21,24,3",1,Mirko Djeric,21,Dartaye Ruffin,3,6,0,3,3,1.0,2.0
Uppsala Basket,"Max Andersson, Kaspar Mårtenson, Olle Stümer, Lukas Friberg, Melker Delryd","Uppsala Basket|2,21,27,5,8",2,Max Andersson,5,Lukas Friberg,2,6,2,0,2,1.0,3.0
Uppsala Basket,"Vilhelm Bodingh, Niklas Larsson, Henrik Jädersten, Marcus Stålberg, Lukas Friberg","Uppsala Basket|1,13,3,32,5",13,Niklas Larsson,3,Henrik Jädersten,2,6,2,0,1,2.0,6.0
Uppsala Basket,"Niklas Larsson, Henrik Jädersten, Peter Stümer, Lukas Friberg, Melker Delryd","Uppsala Basket|13,3,4,5,8",5,Lukas Friberg,3,Henrik Jädersten,2,6,2,0,2,1.0,3.0
Uppsala Basket,"Niklas Larsson, Henrik Jädersten, Peter Stümer, Lukas Friberg, Melker Delryd","Uppsala Basket|13,3,4,5,8",8,Melker Delryd,3,Henrik Jädersten,2,6,2,0,2,1.0,3.0
Högsbo Basket,"Charles Barton, Isaiah Hill, Tony Vitali, Jonathan Peleg, Alexander Karras","Högsbo Basket|0,1,22,26,7",0,Charles Barton,26,Jonathan Peleg,2,6,2,0,2,1.0,3.0
Högsbo Basket,"Charles Barton, Isaiah Hill, Jonathan Peleg, Jesper Hallberg, Anes Zekovic","Högsbo Basket|0,1,26,5,6",26,Jonathan Peleg,5,Jesper Hallberg,3,6,0,3,3,1.0,2.0
Norrköping Dolphins,"Hugo Bergström, Dallion Johnson, Ben Middlebrooks, Ryker Cisarik, Zach Harvey","Norrköping Dolphins|21,23,34,5,88",34,Ben Middlebrooks,21,Hugo Bergström,2,6,2,0,2,1.0,3.0
Borås Basket,"Ali Sow, Oskar Palmquist, AJ Clayton, John Brändmark, Fredrik Andersson","Borås Basket|1,2,23,66,8",8,Fredrik Andersson,1,Ali Sow,2,6,2,0,2,1.0,3.0
BC Luleå,"Felix Broström, Robert Carpenter, Caleb McGill, Daniel Hansson, Gustav Hansson","BC Luleå|17,21,24,6,7",24,Caleb McGill,17,Felix Broström,2,6,2,0,2,1.0,3.0
BC Luleå,"Tobias Sjöberg, Caleb McGill, Sergey Sepman, Daniel Hansson, Gustav Hansson","BC Luleå|15,24,3,6,7",7,Gustav Hansson,6,Daniel Hansson,2,6,2,0,1,2.0,6.0
Norrköping Dolphins,"Hugo Bergström, Ben Middlebrooks, Ryker Cisarik, Zach Harvey, Nathan Dawit","Norrköping Dolphins|21,34,5,88,94",5,Ryker Cisarik,94,Nathan Dawit,2,6,2,0,2,1.0,3.0
Sloga Uppsala,"Axel Nordström, Jonathan Ninkingira, Dragan Damjanovic, Milutin Vujicic, Markeith Browning II","Sloga Uppsala|10,12,13,27,3",10,Axel Nordström,13,Dragan Damjanovic,2,6,2,0,2,1.0,3.0
Uppsala Basket,"Niklas Larsson, Henrik Jädersten, Peter Stümer, Lukas Friberg, Hugo Tidare","Uppsala Basket|13,3,4,5,6",13,Niklas Larsson,6,Hugo Tidare,2,6,2,0,2,1.0,3.0
Borås Basket,"KJ Jenkins, Justin Vander Baan, Oskar Palmquist, William Guténius, John Brändmark","Borås Basket|0,18,2,6,66",2,Oskar Palmquist,0,KJ Jenkins,2,6,2,0,2,1.0,3.0
Jämtland Basket,"Keaston Willis, André Jonsson Lorentsson, Denzel George, Michael Christmas, Samari Curtis","Jämtland Basket|0,13,22,25,41",41,Samari Curtis,25,Michael Christmas,2,6,2,0,2,1.0,3.0
Jämtland Basket,"Denzel George, Michael Christmas, Adam Johansson, Samari Curtis, Michael Marsh","Jämtland Basket|22,25,3,41,5",3,Adam Johansson,25,Michael Christmas,2,6,2,0,2,1.0,3.0
Högsbo Basket,"Charles Barton, Isaiah Hill, Tony Vitali, Jonathan Peleg, Anes Zekovic","Högsbo Basket|0,1,22,26,6",1,Isaiah Hill,22,Tony Vitali,3,6,0,3,3,1.0,2.0
Uppsala Basket,"Vilhelm Bodingh, Henrik Jädersten, Lukas Friberg, Hugo Tidare, Melker Delryd","Uppsala Basket|1,3,5,6,8",5,Lukas Friberg,1,Vilhelm Bodingh,3,6,0,3,2,1.5,3.0
Uppsala Basket,"Niklas Larsson, Henrik Jädersten, Peter Stümer, Hugo Tidare, Melker Delryd","Uppsala Basket|13,3,4,6,8",3,Henrik Jädersten,13,Niklas Larsson,2,6,2,0,2,1.0,3.0
Borås Basket,"KJ Jenkins, Ali Sow, AJ Clayton, William Guténius, Fredrik Andersson","Borås Basket|0,1,23,6,8",0,KJ Jenkins,6,William Guténius,2,6,2,0,2,1.0,3.0
Köping Stars,"Tim Jonsson, ASA Nathaniel Williams, Lawrence Townsend III, Sekou Sylla, Romeo Myrthil","Köping Stars|12,3,4,5,7",7,Romeo Myrthil,4,Lawrence Townsend III,2,6,2,0,2,1.0,3.0
Norrköping Dolphins,"Tim Schüberg, Dallion Johnson, Sebastian Forsling, Ryker Cisarik, Nathan Dawit","Norrköping Dolphins|0,23,25,5,94",5,Ryker Cisarik,23,Dallion Johnson,2,6,2,0,2,1.0,3.0
Umeå Basket,"Isac Åhnstrand, Adam Rask, William Christopher Dunston Jr, Alexander Yemane, Emanuel Lundmark","Umeå Basket|1,11,12,17,7",1,Isac Åhnstrand,7,Emanuel Lundmark,3,6,0,3,2,1.5,3.0
Högsbo Basket,"Charles Barton, Tony Vitali, Jonathan Peleg, Jesper Hallberg, Anes Zekovic","Högsbo Basket|0,22,26,5,6",26,Jonathan Peleg,6,Anes Zekovic,2,6,2,0,2,1.0,3.0
Sloga Uppsala,"Axel Nordström, Jonathan Ninkingira, Richie Springs, Marko Dujkovic, Markeith Browning II","Sloga Uppsala|10,12,2,22,3",3,Markeith Browning II,2,Richie Springs,2,6,2,0,2,1.0,3.0
Högsbo Basket,"Charles Barton, Isaiah Hill, Tony Vitali, Jonathan Peleg, Anes Zekovic","Högsbo Basket|0,1,22,26,6",22,Tony Vitali,26,Jonathan Peleg,2,6,2,0,2,1.0,3.0
Nässjö Basket,"Mirko Djeric, Tyler Patterson, Abdou Medjedoub, Steven Strong Jr, Anton Johansson","Nässjö Basket|1,11,17,2,4",17,Abdou Medjedoub,11,Tyler Patterson,2,6,2,0,2,1.0,3.0
Södertälje BBK,"Jake O´Neil, Mattias Herlitz, Ibrahim Magassa, Nicholas Spires, Lukas Novakovic","Södertälje BBK|10,12,3,30,6",12,Mattias Herlitz,3,Ibrahim Magassa,2,6,2,0,2,1.0,3.0
Nässjö Basket,"Mirko Djeric, Tyler Patterson, Abdou Medjedoub, Steven Strong Jr, Anton Lindqvist","Nässjö Basket|1,11,17,2,20",11,Tyler Patterson,2,Steven Strong Jr,2,6,2,0,2,1.0,3.0
Nässjö Basket,"Mirko Djeric, Tyler Patterson, Steven Strong Jr, Dartaye Ruffin, Anton Johansson","Nässjö Basket|1,11,2,21,4",1,Mirko Djeric,4,Anton Johansson,2,6,2,0,2,1.0,3.0
BC Luleå,"Robert Carpenter, Caleb McGill, Sergey Sepman, Daniel Hansson, Gustav Hansson","BC Luleå|21,24,3,6,7",7,Gustav Hansson,6,Daniel Hansson,2,6,2,0,2,1.0,3.0
Borås Basket,"Ali Sow, Oskar Palmquist, William Guténius, Fredrik Andersson, Andreas Person","Borås Basket|1,2,6,8,9",1,Ali Sow,6,William Guténius,2,6,2,0,1,2.0,6.0
Borås Basket,"Ali Sow, Oskar Palmquist, AJ Clayton, William Guténius, John Brändmark","Borås Basket|1,2,23,6,66",1,Ali Sow,23,AJ Clayton,2,6,2,0,2,1.0,3.0
Uppsala Basket,"Niklas Larsson, Max Andersson, Kaspar Mårtenson, Olle Stümer, Peter Stümer","Uppsala Basket|13,2,21,27,4",27,Olle Stümer,4,Peter Stümer,2,6,2,0,2,1.0,3.0
Jämtland Basket,"Keaston Willis, André Jonsson Lorentsson, Denzel George, Michael Christmas, Adam Johansson","Jämtland Basket|0,13,22,25,3",3,Adam Johansson,25,Michael Christmas,2,6,2,0,2,1.0,3.0
Uppsala Basket,"Niklas Larsson, Max Andersson, Olle Stümer, Henrik Jädersten, Lukas Friberg","Uppsala Basket|13,2,27,3,5",2,Max Andersson,13,Niklas Larsson,2,6,2,0,2,1.0,3.0
Jämtland Basket,"Keaston Willis, Denzel George, Michael Christmas, Adam Johansson, Michael Marsh","Jämtland Basket|0,22,25,3,5",22,Denzel George,25,Michael Christmas,2,6,2,0,2,1.0,3.0
Jämtland Basket,"André Jonsson Lorentsson, Denzel George, Michael Christmas, Samari Curtis, Erik Persson","Jämtland Basket|13,22,25,41,9",9,Erik Persson,41,Samari Curtis,2,6,2,0,2,1.0,3.0
BC Luleå,"Harry Hassler, Tobias Sjöberg, Felix Broström, Sergey Sepman, Gustav Hansson","BC Luleå|13,15,17,3,7",7,Gustav Hansson,17,Felix Broström,2,6,2,0,1,2.0,6.0
Jämtland Basket,"Keaston Willis, André Jonsson Lorentsson, Denzel George, Michael Christmas, Samari Curtis","Jämtland Basket|0,13,22,25,41",41,Samari Curtis,0,Keaston Willis,2,6,2,0,2,1.0,3.0
Södertälje BBK,"Ayanfeoluwa Amoran, Mattias Herlitz, Ibrahim Magassa, Nicholas Spires, Oliver Gehrke","Södertälje BBK|11,12,3,30,31",12,Mattias Herlitz,30,Nicholas Spires,2,6,2,0,1,2.0,6.0
Högsbo Basket,"Charles Barton, Tony Vitali, Jonathan Peleg, Anes Zekovic, Alexander Karras","Högsbo Basket|0,22,26,6,7",6,Anes Zekovic,7,Alexander Karras,2,6,2,0,2,1.0,3.0
Nässjö Basket,"Mirko Djeric, Tyler Patterson, Abdou Medjedoub, Anton Lindqvist, Mio Hjalmarsson","Nässjö Basket|1,11,17,20,3",1,Mirko Djeric,17,Abdou Medjedoub,3,6,0,3,2,1.5,3.0
Köping Stars,"ASA Nathaniel Williams, Dragos Andrei Diculescu, Lawrence Townsend III, Sekou Sylla, Romeo Myrthil","Köping Stars|3,31,4,5,7",31,Dragos Andrei Diculescu,4,Lawrence Townsend III,3,6,0,3,3,1.0,2.0
Södertälje BBK,"Zaccharie Mortant, Jake O´Neil, Ibrahim Magassa, Nicholas Spires, Lukas Novakovic","Södertälje BBK|1,10,3,30,6",None,Player None,3,Ibrahim Magassa,2,6,2,0,2,1.0,3.0
Köping Stars,"Adam Tafra, ASA Nathaniel Williams, Dragos Andrei Diculescu, Lawrence Townsend III, Sekou Sylla","Köping Stars|1,3,31,4,5",5,Sekou Sylla,1,Adam Tafra,3,6,0,3,2,1.5,3.0
BC Luleå,"Robert Carpenter, Caleb McGill, Sergey Sepman, Daniel Hansson, Gustav Hansson","BC Luleå|21,24,3,6,7",7,Gustav Hansson,3,Sergey Sepman,2,6,2,0,2,1.0,3.0
BC Luleå,"Robert Carpenter, Caleb McGill, Sergey Sepman, Daniel Hansson, Gustav Hansson","BC Luleå|21,24,3,6,7",6,Daniel Hansson,21,Robert Carpenter,3,6,0,3,2,1.5,3.0
Nässjö Basket,"Mirko Djeric, Tyler Patterson, Abdou Medjedoub, Mio Hjalmarsson, Anton Johansson","Nässjö Basket|1,11,17,3,4",1,Mirko Djeric,4,Anton Johansson,3,6,0,3,2,1.5,3.0
Uppsala Basket,"Niklas Larsson, Max Andersson, Olle Stümer, Henrik Jädersten, Peter Stümer","Uppsala Basket|13,2,27,3,4",2,Max Andersson,27,Olle Stümer,3,6,0,3,3,1.0,2.0
